n_samples,time,memory,MAE,RMSE,R2
100,0.019923599999999996,0.05557226562499999,22.446625400000002,30.171995000000003,-0.06311720000000001
200,0.0402284,0.030921874999999998,22.1692906,29.7383608,-0.034770999999999996
300,0.060419,0.0955859375,21.522485,29.163342399999998,-0.0002958000000000016
400,0.08122100000000002,0.096017578125,21.5396122,29.2251798,0.022409199999999997
500,0.1027924,0.125005859375,21.494909999999997,29.2390314,0.0460888
600,0.12478239999999999,0.138927734375,21.1983968,28.984464000000003,0.06671679999999999
700,0.1468496,0.13970312499999998,20.952446399999996,28.5886288,0.07947119999999999
800,0.16870459999999998,0.14123046875,20.8945538,28.488809600000003,0.0967516
900,0.1915314,0.157013671875,20.6970362,28.1773996,0.1159088
1000,0.2138288,0.17279687500000002,20.535325,27.9569008,0.1313788
1100,0.2365914,0.176162109375,20.5305236,27.948470799999996,0.1416878
1200,0.2602374,0.19534375,20.4649268,27.8515894,0.1468988
1300,0.2833198,0.197,20.3571892,27.7506412,0.16043619999999997
1400,0.3064076,0.19717578125,20.2356148,27.534348599999998,0.17108600000000002
1500,0.330592,0.20787890625000002,20.1314054,27.3544894,0.1802978
1600,0.35562320000000003,0.23423046874999995,19.953148399999996,27.157048600000003,0.1957376
1700,0.37985919999999995,0.23794140625,19.8033502,26.9948576,0.2051264
1800,0.40456000000000003,0.24424804687499999,19.6445496,26.8038992,0.20839400000000002
1900,0.4291768,0.247705078125,19.584103399999996,26.8048332,0.2158642
2000,0.45373860000000005,0.25098828125,19.525789800000002,26.8197226,0.2237682
2100,0.49027960000000004,0.25622265625,19.359703200000002,26.656107400000003,0.23143379999999997
2200,0.5151861999999999,0.25694921875,19.2505394,26.565986599999995,0.2393568
2300,0.5398672,0.25695703124999997,19.171514600000002,26.510628200000003,0.2458012
2400,0.5645466000000001,0.25695703124999997,19.0115872,26.350036999999997,0.25244220000000006
2500,0.5895935999999999,0.257716796875,18.932042,26.3187792,0.2562556
2600,0.6143216,0.253798828125,18.866977600000002,26.265281400000003,0.26264279999999995
2700,0.6395671999999999,0.26658984375,18.7681582,26.1683758,0.26421039999999996
2800,0.6650043999999999,0.26926171875,18.7048132,26.1077746,0.270202
2900,0.6898920000000002,0.273306640625,18.618377400000004,26.048683999999998,0.277965
3000,0.7150314,0.27408984375,18.5477564,25.993612800000005,0.28063439999999995
3100,0.740371,0.277681640625,18.4629172,25.9294662,0.28475280000000003
3200,0.7663714,0.28509765625,18.3530338,25.841574200000004,0.28915799999999997
3300,0.792349,0.29031640625,18.2550728,25.740955000000003,0.29437260000000004
3400,0.8180104000000001,0.299537109375,18.1516838,25.646972799999997,0.296454
3500,0.8446926000000001,0.301810546875,18.0273818,25.5258408,0.3027218
3600,0.8715613999999998,0.300736328125,17.987377000000002,25.4960574,0.30620119999999995
3700,0.8980509999999999,0.313439453125,17.8673944,25.386594199999998,0.3123366
3800,0.9242281999999999,0.333244140625,17.710731799999998,25.2402868,0.320608
3900,0.9511657999999998,0.3357265625,17.589650799999998,25.1396014,0.3241158
4000,0.9781096,0.335431640625,17.4781652,25.046308,0.3308196
4100,1.0049788,0.333546875,17.3611382,24.937022,0.3366186
4200,1.0312404000000002,0.34573046875,17.255665,24.8425028,0.34044100000000005
4300,1.0576079999999999,0.3518828125,17.1423974,24.723988799999997,0.34633579999999997
4400,1.0846848,0.346591796875,17.0343634,24.6193472,0.35025660000000003
4500,1.1116514,0.3612421875,16.911416199999998,24.5109908,0.35561940000000003
4600,1.1386993999999997,0.36612304687499997,16.8052386,24.424894600000002,0.3628862
4700,1.1659329999999999,0.37203320312500004,16.6805804,24.312433000000002,0.3672504
4800,1.1929066000000002,0.37296289062499993,16.567700199999997,24.214321,0.3736718
4900,1.2200257999999997,0.373830078125,16.439003,24.0973856,0.3790526
5000,1.2475228,0.378619140625,16.3235622,24.002548400000002,0.3847428
5100,1.2750994000000002,0.38675976562500003,16.214478200000002,23.9149402,0.388102
5200,1.3030001999999998,0.3846484375,16.1216336,23.840839,0.3939278
5300,1.3308372,0.38723046875,16.0352282,23.775569,0.39790580000000003
5400,1.3587213999999999,0.393939453125,15.934322799999999,23.7021176,0.4008172
5500,1.3862682000000002,0.40101562500000004,15.838322199999999,23.6220568,0.4053028
5600,1.4140628000000002,0.39893945312499995,15.7449396,23.5439486,0.40822959999999997
5700,1.4418272,0.40205078125,15.6645512,23.477297400000005,0.4121794
5800,1.4702848,0.40594140625,15.581797999999997,23.416192000000002,0.41731999999999997
5900,1.4983034,0.41077734374999997,15.4945616,23.3527736,0.420258
6000,1.5260989999999999,0.41500000000000004,15.394700199999999,23.2601124,0.42285880000000003
6100,1.5537443999999998,0.41583789062500004,15.3113246,23.1938302,0.425068
6200,1.581795,0.41450976562499997,15.229699,23.123300999999998,0.42931400000000003
6300,1.6095814000000002,0.41941210937499995,15.153020400000003,23.058986400000002,0.43274159999999995
6400,1.6372872,0.42096484375000004,15.0823342,23.007848,0.4341944000000001
6500,1.6660206000000002,0.42295703125,15.0095282,22.9485154,0.4375154
6600,1.6940864000000002,0.42636914062500003,14.9360582,22.8852408,0.44134320000000005
6700,1.722361,0.42841796875,14.863644200000001,22.823952,0.4444148
